AAPL,Date_AAPL,MSFT,Date_MSFT,GOOGL,Date_GOOGL,TSLA,Date_TSLA
AAPL,,MSFT,,GOOGL,,TSLA,
196.07308959960938,2023-12-14,359.7331237792969,2023-12-14,130.8584442138672,2023-12-14,251.0500030517578,2023-12-14
195.53863525390625,2023-12-15,364.4518127441406,2023-12-15,131.5130615234375,2023-12-15,253.5,2023-12-15
193.87591552734375,2023-12-18,366.33935546875,2023-12-18,134.6868133544922,2023-12-18,252.0800018310547,2023-12-18
194.91513061523438,2023-12-19,366.93902587890625,2023-12-19,135.52984619140625,2023-12-19,257.2200012207031,2023-12-19
192.8268280029297,2023-12-20,364.3437194824219,2023-12-20,137.20599365234375,2023-12-20,247.13999938964844,2023-12-20
192.6783447265625,2023-12-21,367.2142639160156,2023-12-21,139.2689666748047,2023-12-21,254.5,2023-12-21
191.60946655273438,2023-12-22,368.2366027832031,2023-12-22,140.33018493652344,2023-12-22,252.5399932861328,2023-12-22
191.06512451171875,2023-12-26,368.3152770996094,2023-12-26,140.35995483398438,2023-12-26,256.6099853515625,2023-12-26
191.16407775878906,2023-12-27,367.73529052734375,2023-12-27,139.2193603515625,2023-12-27,261.44000244140625,2023-12-27
191.5896759033203,2023-12-28,368.9248046875,2023-12-28,139.08050537109375,2023-12-28,253.17999267578125,2023-12-28
190.55044555664062,2023-12-29,369.67193603515625,2023-12-29,138.544921875,2023-12-29,248.47999572753906,2023-12-29
183.7313232421875,2024-01-02,364.5894470214844,2024-01-02,137.0373992919922,2024-01-02,248.4199981689453,2024-01-02
182.35560607910156,2024-01-03,364.3240661621094,2024-01-03,137.78123474121094,2024-01-03,238.4499969482422,2024-01-03
180.0396728515625,2024-01-04,361.70904541015625,2024-01-04,135.27198791503906,2024-01-04,237.92999267578125,2024-01-04
179.31716918945312,2024-01-05,361.52227783203125,2024-01-05,134.61737060546875,2024-01-05,237.49000549316406,2024-01-05
183.65213012695312,2024-01-08,368.3447570800781,2024-01-08,137.701904296875,2024-01-08,240.4499969482422,2024-01-08
183.23641967773438,2024-01-09,369.4261474609375,2024-01-09,139.7946014404297,2024-01-09,234.9600067138672,2024-01-09
184.27566528320312,2024-01-10,376.2879333496094,2024-01-10,141.11367797851562,2024-01-10,233.94000244140625,2024-01-10
183.6818084716797,2024-01-11,378.116455078125,2024-01-11,140.91534423828125,2024-01-11,227.22000122070312,2024-01-11
184.00840759277344,2024-01-12,381.89141845703125,2024-01-12,141.48065185546875,2024-01-12,218.88999938964844,2024-01-12
181.74197387695312,2024-01-16,383.6609191894531,2024-01-16,141.3219757080078,2024-01-16,219.91000366210938,2024-01-16
180.80172729492188,2024-01-17,382.8744812011719,2024-01-17,140.31036376953125,2024-01-17,215.5500030517578,2024-01-17
186.6905517578125,2024-01-18,387.199951171875,2024-01-18,142.30384826660156,2024-01-18,211.8800048828125,2024-01-18
189.59042358398438,2024-01-19,391.9186706542969,2024-01-19,145.1800994873047,2024-01-19,212.19000244140625,2024-01-19
191.896484375,2024-01-22,389.7952575683594,2024-01-22,144.79330444335938,2024-01-22,208.8000030517578,2024-01-22
193.17320251464844,2024-01-23,392.144775390625,2024-01-23,145.8346710205078,2024-01-23,209.13999938964844,2024-01-23
192.50018310546875,2024-01-24,395.7427978515625,2024-01-24,147.48106384277344,2024-01-24,207.8300018310547,2024-01-24
192.17359924316406,2024-01-25,398.013671875,2024-01-25,150.6250762939453,2024-01-25,182.6300048828125,2024-01-25
190.4416046142578,2024-01-26,397.089599609375,2024-01-26,150.9424591064453,2024-01-26,183.25,2024-01-26
189.75869750976562,2024-01-29,402.7815856933594,2024-01-29,152.2516326904297,2024-01-29,190.92999267578125,2024-01-29
186.1066131591797,2024-01-30,401.670654296875,2024-01-30,150.21844482421875,2024-01-30,191.58999633789062,2024-01-30
182.50404357910156,2024-01-31,390.84710693359375,2024-01-31,138.95155334472656,2024-01-31,187.2899932861328,2024-01-31
184.9387664794922,2024-02-01,396.9421691894531,2024-02-01,140.0028839111328,2024-02-01,188.86000061035156,2024-02-01
